,location,total_sqft,bath,balcony,price,bhk
7594,Sanjay nagar,1050.0,2,0,59.0,2
7595,Sanjay nagar,1150.0,2,0,70.0,2
7596,Sanjay nagar,1500.0,3,1,150.0,3
7597,Sanjay nagar,1180.0,2,3,80.0,2
7598,Sanjeevini Nagar,2795.0,4,2,235.0,3
7599,Sanjeevini Nagar,2250.0,3,2,180.0,3
7600,Sanne Amanikere,1185.0,2,2,38.0,2
7601,Sanne Amanikere,1455.0,2,1,45.0,3
7602,Sarakki Nagar,2121.0,4,3,253.0,3
7603,Sarakki Nagar,2289.0,3,2,260.0,3
7604,Sarakki Nagar,2500.0,4,2,325.0,3
7605,Sarakki Nagar,2145.0,4,1,270.0,3
7606,Sarakki Nagar,1200.0,3,2,128.0,3
7607,Sarakki Nagar,2663.0,4,1,338.0,3
7608,Sarakki Nagar,1840.0,4,1,175.0,3
7612,Sarjapur,2250.0,3,2,148.0,3
7613,Sarjapur,1600.0,3,1,75.0,3
7614,Sarjapur,1242.5,2,0,43.49,2
7615,Sarjapur,913.0,2,1,32.0,2
7616,Sarjapur,1128.0,2,1,60.0,2
7617,Sarjapur,1185.0,2,2,47.0,2
7618,Sarjapur,900.0,2,1,42.0,3
7619,Sarjapur,649.5,1,0,17.535,1
7620,Sarjapur,1020.0,2,2,35.0,2
7621,Sarjapur,1195.0,2,1,42.0,2
7622,Sarjapur,1240.0,2,1,44.0,2
7624,Sarjapur,950.0,2,2,32.5,2
7625,Sarjapur,1285.0,2,2,68.0,3
7627,Sarjapur,925.0,2,1,25.0,2
7628,Sarjapur,3190.0,3,1,160.0,4
7629,Sarjapur,1215.0,2,0,40.0,2
7631,Sarjapur,1200.0,3,2,78.0,3
7632,Sarjapur,1000.0,2,2,30.0,2
7633,Sarjapur,1157.0,2,1,40.0,2
7634,Sarjapur,2238.0,3,1,140.0,3
7635,Sarjapur,2020.0,3,3,85.0,3
7636,Sarjapur,2885.0,3,1,185.0,4
7638,Sarjapur,1240.0,2,1,44.3,2
7639,Sarjapur,625.0,1,1,19.0,1
7640,Sarjapur,2585.5,4,0,139.5,4
7641,Sarjapur,940.0,2,1,25.38,2
7642,Sarjapur,2100.0,3,1,125.0,4
7643,Sarjapur,913.0,2,1,36.0,2
7644,Sarjapur,1404.0,2,0,53.35,3
7645,Sarjapur,1830.0,3,1,88.0,3
7646,Sarjapur,1364.0,2,2,56.0,3
7647,Sarjapur,1124.0,2,1,30.35,2
7648,Sarjapur,1044.0,2,2,32.0,2
7649,Sarjapur,650.0,1,2,19.87,1
7650,Sarjapur,1175.0,2,2,42.0,2
7651,Sarjapur,1240.0,2,2,43.1,2
7653,Sarjapur,1032.0,2,1,42.0,2
7655,Sarjapur,535.0,1,1,20.0,2
7656,Sarjapur,1044.0,2,2,34.0,2
7657,Sarjapur,1200.0,3,2,76.13,3
7658,Sarjapur,1200.0,2,2,62.0,2
7659,Sarjapur,900.0,2,2,27.98,2
7661,Sarjapur,1205.0,2,2,29.0,2
7662,Sarjapur,850.0,2,2,32.0,2
7663,Sarjapur,1175.0,2,1,41.68,2
7665,Sarjapur,920.0,2,2,33.0,2
7667,Sarjapur,1150.0,2,1,41.0,2
7668,Sarjapur,1200.0,2,1,42.6,2
7669,Sarjapur,1333.0,3,1,50.0,3
7670,Sarjapur,1044.0,2,2,36.0,2
7671,Sarjapur,950.0,2,2,35.0,2
7673,Sarjapur,2172.0,3,0,100.0,3
7674,Sarjapur,633.0,1,1,17.09,1
7675,Sarjapur,1500.0,5,2,95.0,3
7676,Sarjapur,1451.0,2,1,87.0,2
7677,Sarjapur,2400.0,3,3,140.0,4
7678,Sarjapur,1525.0,2,2,68.0,3
7679,Sarjapur,1095.0,2,1,45.0,2
7680,Sarjapur,1425.0,3,2,57.0,3
7682,Sarjapur  Road,2497.0,3,2,140.0,3
7683,Sarjapur  Road,1787.0,3,2,98.29,3
7684,Sarjapur  Road,1787.0,3,2,125.0,3
7689,Sarjapur  Road,1000.0,2,1,67.0,2
7691,Sarjapur  Road,1346.0,2,1,74.03,2
7692,Sarjapur  Road,1195.0,2,1,70.0,2
7693,Sarjapur  Road,1550.0,3,3,100.0,3
7694,Sarjapur  Road,2100.0,3,2,125.0,3
7695,Sarjapur  Road,2230.0,4,3,225.0,4
7699,Sarjapur  Road,1691.0,3,2,113.0,3
7700,Sarjapur  Road,1278.0,2,2,95.0,2
7701,Sarjapur  Road,2238.0,3,1,140.0,3
7702,Sarjapur  Road,1800.0,3,2,110.0,3
7706,Sarjapur  Road,710.0,1,1,27.0,1
7707,Sarjapur  Road,3335.0,5,2,300.0,4
7709,Sarjapur  Road,1984.0,4,1,146.0,3
7711,Sarjapur  Road,1128.0,2,2,59.0,2
7713,Sarjapur  Road,1700.0,3,3,110.0,3
7714,Sarjapur  Road,1157.0,2,1,75.0,3
7715,Sarjapur  Road,1282.0,2,2,72.0,2
7716,Sarjapur  Road,615.0,1,0,17.835,1
7717,Sarjapur  Road,4111.0,4,1,310.0,4
7718,Sarjapur  Road,3430.0,6,0,228.5,4
7719,Sarjapur  Road,3900.0,4,3,300.0,4
7722,Sarjapur  Road,1050.0,2,1,62.0,2
7723,Sarjapur  Road,1700.0,3,3,135.0,3
7724,Sarjapur  Road,1691.0,3,2,119.0,3
7725,Sarjapur  Road,1846.0,3,2,140.0,3
7726,Sarjapur  Road,1200.0,3,1,95.0,3
7728,Sarjapur  Road,1929.0,4,1,103.0,3
7729,Sarjapur  Road,1155.0,2,1,58.0,2
7730,Sarjapur  Road,1215.0,2,2,110.0,2
7731,Sarjapur  Road,1819.0,3,2,100.0,3
7732,Sarjapur  Road,1845.0,4,1,110.0,3
7733,Sarjapur  Road,1233.0,2,2,77.65,2
7737,Sarjapur  Road,3750.0,6,3,290.0,4
7739,Sarjapur  Road,1680.0,3,1,112.0,3
7740,Sarjapur  Road,1255.0,2,1,92.0,2
7744,Sarjapur  Road,1311.0,2,1,78.0,2
7746,Sarjapur  Road,1157.0,2,1,75.0,3
7747,Sarjapur  Road,1145.0,2,2,75.0,2
7748,Sarjapur  Road,1152.0,4,1,230.0,4
7750,Sarjapur  Road,1300.0,2,2,70.0,3
7752,Sarjapur  Road,1725.0,3,3,90.0,3
7753,Sarjapur  Road,1476.0,2,2,98.94,3
7754,Sarjapur  Road,2180.0,3,2,170.0,3
7755,Sarjapur  Road,1084.0,2,3,55.0,2
7757,Sarjapur  Road,5400.0,4,3,725.0,4
7758,Sarjapur  Road,1750.0,3,2,110.0,3
7761,Sarjapur  Road,1200.0,3,2,70.0,3
7762,Sarjapur  Road,2600.0,3,2,200.0,3
7764,Sarjapur  Road,4000.0,5,2,600.0,4
7765,Sarjapur  Road,685.0,1,1,40.0,1
7768,Sarjapur  Road,2720.0,5,2,210.0,3
7770,Sarjapur  Road,1241.0,2,1,82.0,2
7773,Sarjapur  Road,3785.0,6,2,280.0,4
7774,Sarjapur  Road,835.0,1,1,46.95,1
7775,Sarjapur  Road,2900.0,3,2,285.0,3
7776,Sarjapur  Road,1280.0,2,1,76.0,2
7779,Sarjapur  Road,1263.0,2,1,78.0,2
7780,Sarjapur  Road,1691.0,3,1,98.0,3
7783,Sarjapur  Road,1308.0,2,1,83.0,2
7784,Sarjapur  Road,1592.0,3,1,91.0,3
7786,Sarjapur  Road,1150.0,2,2,77.0,2
7787,Sarjapur  Road,1965.0,3,3,120.0,3
7788,Sarjapur  Road,2275.0,4,2,180.0,3
7789,Sarjapur  Road,1680.0,3,1,160.0,3
7791,Sarjapur  Road,1418.0,2,2,78.0,2
7792,Sarjapur  Road,1200.0,2,1,93.0,2
7795,Sarjapur  Road,1115.0,2,1,60.0,2
7796,Sarjapur  Road,1525.0,2,2,87.0,3
7797,Sarjapur  Road,1346.0,2,1,71.32,2
7800,Sarjapur  Road,715.0,1,2,29.0,1
7801,Sarjapur  Road,1230.0,2,3,94.5,2
7803,Sarjapur  Road,1750.0,3,3,99.0,3
7804,Sarjapur  Road,1145.0,2,1,62.0,2
7805,Sarjapur  Road,1500.0,3,2,88.0,3
7807,Sarjapur  Road,1750.0,3,2,215.0,4
7808,Sarjapur  Road,1846.0,3,3,145.0,3
7809,Sarjapur  Road,1846.0,3,2,155.0,3
7810,Sarjapur  Road,1067.0,2,1,60.0,2
7812,Sarjapur  Road,2383.0,5,1,215.0,4
7813,Sarjapur  Road,1700.0,3,1,95.0,3
7814,Sarjapur  Road,2145.0,3,3,190.0,3
7815,Sarjapur  Road,1230.0,2,1,65.0,2
7818,Sarjapur  Road,3785.0,5,2,280.0,4
7819,Sarjapur  Road,2556.0,3,2,169.0,3
7820,Sarjapur  Road,1278.0,2,2,90.0,2
7822,Sarjapur  Road,2180.0,3,2,240.0,3
7824,Sarjapur  Road,1305.0,2,1,99.0,2
7825,Sarjapur  Road,1755.0,3,2,122.0,3
7829,Sarjapur  Road,4334.0,2,2,338.0,4
7834,Sarjapur  Road,1700.0,3,2,93.5,3
7836,Sarjapur  Road,1060.0,2,1,55.0,2
7837,Sarjapur  Road,1455.0,2,1,98.0,3
7839,Sarjapur  Road,1850.0,3,3,140.0,3
7840,Sarjapur  Road,950.0,1,0,39.9,1
7841,Sarjapur  Road,1826.0,3,2,130.0,3
7845,Sarjapur  Road,1660.0,2,2,116.0,3
7846,Sarjapur  Road,1700.0,3,3,108.0,3
7848,Sarjapur  Road,1539.0,3,2,85.0,3
7849,Sarjapur  Road,1489.0,2,3,82.0,3
7851,Sarjapur  Road,539.0,1,1,45.0,1
7853,Sarjapur  Road,1200.0,2,2,75.0,2
7854,Sarjapur  Road,2145.0,3,3,180.0,3
7857,Sarjapur  Road,1320.0,2,2,115.0,2
7859,Sarjapur  Road,3044.0,3,2,183.0,3
7860,Sarjapur  Road,1163.0,2,2,62.0,3
7861,Sarjapur  Road,3004.0,4,2,158.0,3
7862,Sarjapur  Road,1877.0,4,2,150.0,3
7865,Sarjapur  Road,1229.0,2,2,70.0,2
7867,Sarjapur  Road,1342.0,2,2,70.0,2
7868,Sarjapur  Road,1711.0,3,1,110.0,3
7872,Sarjapur  Road,1050.0,2,1,63.5,2
7873,Sarjapur  Road,1350.0,2,2,102.0,2
7874,Sarjapur  Road,2990.0,4,2,240.0,4
7876,Sarjapur  Road,1457.0,3,3,85.0,3
7877,Sarjapur  Road,1685.0,3,1,135.0,3
7878,Sarjapur  Road,1350.0,2,2,68.0,2
7879,Sarjapur  Road,1200.0,3,2,70.0,3
7881,Sarjapur  Road,3800.0,3,3,325.0,4
7884,Sarjapur  Road,984.0,2,1,55.0,2
7886,Sarjapur  Road,1500.0,3,0,235.0,4
7891,Sarjapur  Road,1320.0,2,1,100.0,2
7892,Sarjapur  Road,1984.0,4,1,145.0,3
7895,Sarjapur  Road,3692.0,5,2,340.0,5
7897,Sarjapur  Road,1550.0,2,1,89.0,3
7900,Sarjapur  Road,1900.0,4,1,180.0,3
7901,Sarjapur  Road,2425.0,5,1,201.0,4
7902,Sarjapur  Road,1480.0,4,1,169.0,5
7903,Sarjapur  Road,1691.0,3,2,113.0,3
7905,Sarjapur  Road,2070.0,4,2,160.0,3
7906,Sarjapur  Road,5400.0,3,2,700.0,3
7908,Sarjapur  Road,1435.0,3,2,90.0,3
7909,Sarjapur  Road,5400.0,4,2,750.0,4
7911,Sarjapur  Road,1262.0,2,2,67.0,2
7912,Sarjapur  Road,1693.0,3,2,125.0,3
7913,Sarjapur  Road,1826.0,3,2,125.0,3
7914,Sarjapur  Road,1660.0,3,2,116.0,3
7916,Sarjapur  Road,2750.0,5,1,240.0,4
7917,Sarjapur  Road,1830.0,3,1,119.0,3
7918,Sarjapur  Road,1700.0,3,1,194.0,3
7920,Sarjapur  Road,1929.0,4,1,101.0,3
7922,Sarjapur  Road,2900.0,4,2,240.0,4
7923,Sarjapur  Road,1059.0,2,2,68.0,2
7925,Sarjapur  Road,1157.0,2,1,74.0,3
7926,Sarjapur  Road,1700.0,3,1,118.0,3
7927,Sarjapur  Road,1691.0,3,3,120.0,3
7928,Sarjapur  Road,1770.0,3,2,180.0,3
7929,Sarjapur  Road,1929.0,3,1,103.0,3
7930,Sarjapur  Road,1308.0,2,1,75.0,2
7931,Sarjapur  Road,2650.0,3,2,260.0,3
7932,Sarjapur  Road,1580.0,3,3,125.0,3
7933,Sarjapur  Road,1797.0,4,1,95.0,3
7934,Sarjapur  Road,1763.25,3,3,98.0,3
7935,Sarjapur  Road,1826.0,3,2,130.0,3
7936,Sarjapur  Road,1550.0,2,2,98.0,3
7938,Sarjapur  Road,534.0,1,1,19.65,1
7939,Sarjapur  Road,1450.0,2,1,75.0,3
7940,Sarjapur  Road,1819.0,3,2,100.0,3
7941,Sarjapur  Road,984.0,2,1,59.0,2
7942,Sarjapur  Road,1489.0,3,2,88.0,3
7944,Sarjapur  Road,702.0,1,1,52.0,1
7945,Sarjapur  Road,1242.0,2,1,75.0,2
7946,Sarjapur  Road,2275.0,4,2,185.0,3
7947,Sarjapur  Road,3200.0,4,1,350.0,4
7948,Sarjapur  Road,2100.0,3,1,135.0,3
7949,Sarjapur  Road,3335.0,4,3,290.0,4
7950,Sarjapur  Road,3009.0,3,1,331.0,3
7951,Sarjapur  Road,1700.0,3,2,93.5,3
7952,Sarjapur  Road,1862.0,4,1,110.0,3
7953,Sarjapur  Road,4000.0,5,1,578.0,4
7954,Sarjapur  Road,2275.0,4,2,175.0,3
7955,Sarjapur  Road,1314.0,2,2,110.0,2
7956,Sarjapur  Road,1787.0,3,2,116.0,3
7957,Sarjapur  Road,1691.0,3,2,93.01,3
7958,Sarjapur  Road,1028.0,2,1,56.0,2
7959,Sarjapur  Road,3005.0,5,2,275.0,4
7961,Sarjapur  Road,1181.0,2,1,65.0,3
7962,Sarjapur  Road,1691.0,3,2,100.0,3
7963,Sarjapur  Road,1026.0,2,1,60.55,2
7964,Sarjapur  Road,1350.0,2,1,85.0,2
7965,Sarjapur  Road,1157.0,2,1,72.0,3
7966,Sarjapur  Road,1019.0,2,1,62.0,2
7967,Sarjapur  Road,3418.0,3,2,235.0,4
7968,Sarjapur  Road,691.0,1,1,31.1,1
7972,Sarjapur  Road,1881.0,3,2,145.0,3
7973,Sarjapur  Road,2275.0,4,2,182.0,3
7977,Sarjapur  Road,1346.0,2,1,67.38,2
7978,Sarjapur  Road,1881.0,3,2,145.0,3
7980,Sarjapur  Road,2880.0,3,2,211.0,4
7981,Sarjapur  Road,3418.0,2,2,222.0,4
7983,Sarjapur  Road,675.0,1,1,27.0,1
7984,Sarjapur  Road,1773.5,2,2,102.92,3
7985,Sarjapur  Road,1346.0,2,1,74.03,2
7986,Sarjapur  Road,10000.0,4,2,975.0,5
7987,Sarjapur  Road,3930.0,5,2,330.0,4
7988,Sarjapur  Road,1691.0,3,2,119.0,3
7989,Sarjapur  Road,1335.0,2,1,95.0,2
7991,Sarjapur  Road,1680.0,3,2,126.0,3
7992,Sarjapur  Road,1222.0,2,1,68.0,3
7993,Sarjapur  Road,3420.0,4,2,225.0,4
7994,Sarjapur  Road,1510.0,2,1,110.0,3
7995,Sarjapur  Road,1242.0,2,1,78.0,2
7996,Sarjapur  Road,984.0,3,2,140.0,3
7998,Sarjapur  Road,1129.0,2,1,69.0,2
8000,Sarjapur  Road,1850.0,3,2,140.0,3
8003,Sarjapur  Road,1879.0,3,2,155.0,3
8004,Sarjapur  Road,1157.0,2,1,75.0,3
8005,Sarjapur  Road,2425.0,5,1,175.0,4
8006,Sarjapur  Road,1323.0,2,2,74.0,2
8007,Sarjapur  Road,2500.0,4,3,225.0,4
8008,Sarjapur  Road,2289.0,3,2,178.0,3
8010,Sarjapur  Road,1314.0,2,2,70.44,3
8011,Sarjapur  Road,2100.0,3,2,130.0,3
8012,Sarjapur  Road,702.0,1,0,35.8,1
8013,Sarjapur  Road,1240.0,4,0,110.0,4
8014,Sarjapur  Road,1320.0,2,2,110.0,2
8017,Sarjapur  Road,1800.0,3,2,128.0,3
8018,Sarjapur  Road,2275.0,4,2,187.0,3
8020,Sarjapur  Road,1026.0,2,2,60.8,2
8021,Sarjapur  Road,3335.0,4,3,300.0,4
8023,Sarjapur  Road,1216.0,2,2,70.0,2
8025,Sarjapur  Road,1112.0,2,1,62.0,2
8027,Sarjapur  Road,4250.0,4,2,610.0,4
8028,Sarjapur  Road,1157.0,2,1,69.0,3
8030,Sarjapur  Road,1026.0,2,1,60.8,2
8033,Sarjapur  Road,1600.0,3,1,120.0,3
8034,Sarjapur  Road,1370.0,2,1,70.0,2
8035,Sarjapur  Road,1346.0,2,1,74.03,2
8036,Sarjapur  Road,475.0,1,1,26.0,1
8039,Sarjapur  Road,1857.0,4,3,155.0,3
8040,Sarjapur  Road,1750.0,3,1,185.0,4
8041,Sarjapur  Road,1660.0,2,2,116.0,3
8047,Sarjapur  Road,3150.0,4,2,500.0,4
8048,Sarjapur  Road,1346.0,2,1,69.61,2
8049,Sarjapur  Road,6200.0,4,2,744.0,4
8050,Sarjapur  Road,2089.0,3,2,148.0,3
8051,Sarjapur  Road,1612.0,3,1,98.38,3
8052,Sarjapur  Road,1290.0,2,2,88.0,2
8053,Sarjapur  Road,1371.0,2,1,86.0,2
8054,Sarjapur  Road,2140.0,3,2,139.0,3
8055,Sarjapur  Road,1044.0,2,2,55.0,2
8056,Sarjapur  Road,1600.0,3,1,85.0,3
8057,Sarjapur  Road,2180.0,4,3,180.0,3
8058,Sarjapur  Road,1691.0,3,2,119.0,3
8059,Sarjapur  Road,2206.0,4,1,180.0,3
8060,Sarjapur  Road,1309.0,2,3,69.5,2
8061,Sarjapur  Road,1691.0,3,2,100.0,3
8062,Sarjapur  Road,1250.0,4,2,135.0,4
8063,Sarjapur  Road,1367.0,2,0,80.0,2
8066,Sarjapur  Road,1984.0,4,1,148.0,3
8068,Sarjapur  Road,1346.0,2,1,74.03,2
8070,Sarjapur  Road,1112.0,2,1,58.0,2
8071,Sarjapur  Road,1340.0,2,2,75.0,2
8072,Sarjapur  Road,3500.0,3,2,275.0,3
8074,Sarjapur  Road,2758.0,4,1,240.0,4
8075,Sarjapur  Road,1132.0,2,1,70.0,2
8077,Sarjapur  Road,4050.0,2,1,450.0,4
8078,Sarjapur  Road,2425.0,5,1,195.0,4
8079,"Sarjapur Road,",1929.0,3,2,115.0,3
8080,"Sarjapur Road,",2425.0,4,3,173.0,4
8081,"Sarjapur Road,",1636.0,3,2,97.0,3
8082,"Sarjapur Road,",1936.0,3,2,139.0,3
8083,"Sarjapur Road,",1275.0,2,1,76.0,2
8084,"Sarjapur Road,",1182.0,2,1,64.0,2
8085,Sarjapura - Attibele Road,1330.0,2,1,48.0,3
8086,Sarjapura - Attibele Road,1329.0,2,2,45.95,3
8087,Sarjapura - Attibele Road,829.0,2,1,22.8,2
8088,Sarjapura - Attibele Road,2400.0,3,3,85.0,3
8089,Sarjapura - Attibele Road,1033.0,2,2,28.41,2
8090,Sarjapura - Attibele Road,1676.0,3,3,52.0,3
8091,Sarjapura - Attibele Road,1800.0,3,2,90.0,3
8092,Sarjapura - Attibele Road,1308.0,2,2,37.0,2
8093,Sarjapura - Attibele Road,1073.0,2,2,31.77,2
8094,Sarjapura - Attibele Road,1330.0,2,1,49.0,3
8095,Sarjapura - Attibele Road,1090.0,2,1,37.0,2
8096,Sarjapura - Attibele Road,1126.0,2,1,36.0,2
8097,Sarjapura - Attibele Road,740.0,1,1,23.65,1
8098,Sarjapura - Attibele Road,1555.0,3,3,52.0,3
8099,Sarvabhouma Nagar,500.0,1,0,24.0,1
8100,Sarvabhouma Nagar,1012.0,2,0,42.0,2
8101,Sathya Layout,1504.0,2,2,100.0,3
8102,Sathya Layout,1504.0,2,2,102.0,3
8103,Sathya Sai Layout,5500.0,4,2,600.0,4
8104,Sathya Sai Layout,11338.0,9,1,1000.0,6
8105,Sathya Sai Layout,4104.0,4,3,360.0,4
8106,Sathya Sai Layout,4041.0,4,2,345.0,4
8107,Sathya Sai Layout,6652.0,6,1,510.0,4
8108,Sathya Sai Layout,6652.0,6,1,660.0,4
8109,Sathya Sai Layout,6688.0,6,1,700.0,4
8110,Sector 1 HSR Layout,1840.0,3,2,155.0,3
8111,Sector 1 HSR Layout,1533.0,3,2,150.0,3
8112,Sector 1 HSR Layout,1240.0,5,3,300.0,5
8113,Sector 1 HSR Layout,600.0,2,1,120.0,2
8114,Sector 1 HSR Layout,6000.0,1,1,276.0,1
8115,Sector 1 HSR Layout,1804.0,3,2,150.0,3
8116,Sector 1 HSR Layout,1720.0,3,3,83.0,3
8117,Sector 1 HSR Layout,1684.0,3,2,86.0,3
8118,Sector 2 HSR Layout,1296.0,2,1,75.0,2
8119,Sector 2 HSR Layout,1450.0,2,2,135.0,3
8120,Sector 2 HSR Layout,794.0,1,1,60.0,1
8121,Sector 2 HSR Layout,1143.0,2,2,65.0,2
8122,Sector 2 HSR Layout,794.0,1,2,65.0,1
8123,Sector 2 HSR Layout,1146.0,2,3,55.0,2
8125,Sector 2 HSR Layout,1665.0,3,2,110.0,3
8127,Sector 2 HSR Layout,1332.0,2,2,101.0,2
8130,Sector 2 HSR Layout,1095.0,2,1,85.41,2
8131,Sector 2 HSR Layout,1231.0,2,3,66.0,2
8132,Sector 6 HSR Layout,3000.0,5,2,260.0,4
8133,Sector 6 HSR Layout,3800.0,3,0,580.0,3
8134,Sector 6 HSR Layout,3000.0,5,2,270.0,4
8135,Sector 7 HSR Layout,3000.0,5,1,275.0,4
8136,Sector 7 HSR Layout,900.0,4,0,90.0,5
8137,Sector 7 HSR Layout,1163.0,2,2,98.86,2
8138,Sector 7 HSR Layout,1760.0,3,2,145.0,3
8139,Sector 7 HSR Layout,3900.0,3,2,300.0,3
8140,Sector 7 HSR Layout,1163.0,2,1,98.86,2
8141,Sector 7 HSR Layout,1342.0,2,2,115.0,2
8142,Sector 7 HSR Layout,1760.0,3,2,160.0,3
8143,Sector 7 HSR Layout,1760.0,3,2,142.0,3
8144,Sector 7 HSR Layout,2400.0,2,3,195.0,3
8145,Sector 7 HSR Layout,1760.0,3,2,185.0,3
8146,Sector 7 HSR Layout,1162.0,2,2,98.77,2
8147,Seegehalli,901.0,2,1,35.14,2
8149,Seegehalli,800.0,1,0,50.0,2
8151,Seegehalli,1118.0,2,2,37.5,2
8152,Seegehalli,1200.0,2,0,62.0,3
8153,Seegehalli,1155.0,2,0,72.0,2
8154,Seegehalli,1830.0,4,2,82.0,3
8155,Seegehalli,4000.0,3,1,235.0,3
8158,Seegehalli,1096.0,2,1,41.0,2
8160,Seegehalli,920.0,2,1,27.0,2
8161,Seegehalli,1553.0,3,3,68.0,3
8162,Seegehalli,1639.0,3,3,120.0,3
8163,Seegehalli,3000.0,4,2,235.0,3
8164,Seegehalli,1134.0,2,2,45.0,2
8165,Seegehalli,1683.0,3,3,80.0,3
8166,Seegehalli,1176.0,2,2,50.0,2
8167,Seegehalli,3000.0,4,2,240.0,3
8168,Seetharampalya,1515.0,3,3,88.0,3
8169,Seetharampalya,1166.0,2,1,53.0,2
8170,Seetharampalya,1100.0,2,1,55.0,2
8171,Seetharampalya,1350.0,3,2,68.0,3
8172,Seetharampalya,1500.0,3,3,90.0,3
8173,Seetharampalya,1360.0,2,2,73.0,3
8174,Seshadripuram,600.0,3,2,75.0,2
8175,Seshadripuram,1217.0,2,1,164.0,2
8176,Shampura,2650.0,4,2,150.0,4
8177,Shampura,375.0,2,0,26.0,1
8178,Shampura,1200.0,2,3,53.0,2
8179,Shampura,700.0,1,2,35.0,2
8180,Shampura,1400.0,3,1,70.0,3
8181,Shampura,1475.0,3,3,78.0,3
8182,Shampura,1150.0,6,2,75.0,6
8183,Shampura,672.0,3,1,54.0,4
8184,Shampura,1700.0,3,3,75.0,3
8185,Shankarapuram,3060.0,4,2,350.0,4
8186,Shankarapuram,925.0,2,1,100.0,2
8187,Shanthala Nagar,1630.0,2,2,200.0,2
8188,Shanthala Nagar,1450.0,1,0,230.0,2
8189,Shanthala Nagar,1600.0,3,2,180.0,3
8190,Shanthala Nagar,3290.0,4,2,460.0,3
8191,Shanthi Layout,1280.0,3,0,87.0,3
8192,Shanti Nagar,1602.0,2,1,165.0,3
8193,Shanti Nagar,1602.0,2,1,170.0,3
8194,Shanti Nagar,3000.0,4,2,240.0,4
8195,Shanti Nagar,1130.0,2,2,74.0,2
8196,Shanti Nagar,1130.0,2,1,75.0,2
8197,Shanti Nagar,420.0,1,1,25.0,2
8198,Shanti Nagar,2250.0,3,0,180.0,3
8199,Shantiniketan Layout,1500.0,2,1,115.0,2
8200,Shantiniketan Layout,2072.0,3,2,108.0,3
8201,Shantiniketan Layout,925.0,2,2,48.0,2
8202,Shantiniketan Layout,2710.0,5,3,142.0,4
8203,Shettigere,660.0,1,1,35.0,1
8204,Shetty Halli,8000.0,5,3,550.0,5
8205,Shikaripalya,1121.0,2,1,43.72,2
8206,Shikaripalya,1442.0,3,2,56.24,3
8207,Shikaripalya,1555.0,2,1,67.0,3
8208,Shikaripalya,1532.0,3,2,59.75,3
8209,Shikaripalya,1025.0,2,1,39.98,2
8210,Shingapura,1350.0,2,0,45.0,1
8211,Shingapura,1255.0,2,1,60.0,3
8212,Shirdi Sai Layout,1200.0,3,2,95.0,4
8213,Shivaji Nagar,850.0,2,2,55.0,2
8214,Shivaji Nagar,1554.0,3,3,130.0,2
8215,Shivaji Nagar,2200.0,2,0,110.0,2
8216,Shivaji Nagar,550.0,1,1,27.0,2
8217,Shivaji Nagar,3820.0,1,1,306.0,1
8218,Shivaji Nagar,703.0,2,1,49.5,2
8220,Shivaji Nagar,600.0,1,1,65.0,2
8222,Shree Ananth Nagar Layout,2040.0,2,2,59.0,2
8223,Shree Ananth Nagar Layout,1176.0,2,1,45.0,3
8224,Shree Ananth Nagar Layout,1080.0,2,2,38.0,2
8225,Siddapura,14000.0,3,2,800.0,4
8226,Siddapura,1275.0,2,1,105.0,2
8227,Siddapura,1150.0,2,2,90.0,2
8228,Siddapura,5480.0,4,2,400.0,3
8229,Sidedahalli,1158.0,2,2,85.0,3
8230,Sidedahalli,900.0,1,1,52.3,1
8231,Sidedahalli,1200.0,1,0,50.0,2
8232,Silk Board,1300.0,3,1,58.0,3
8233,Silk Board,1435.0,2,1,60.0,3
8234,Silk Board,1250.0,3,2,54.0,3
8235,Silver Springs Layout,1084.0,2,2,50.0,2
8236,Silver Springs Layout,1550.0,2,3,70.0,3
8237,Singanayakanahalli,1480.0,2,0,75.0,3
8238,Singapura Village,2230.0,4,1,130.0,4
8239,Singapura Village,850.0,2,0,34.0,2
8240,Singapura Village,825.0,2,1,35.0,2
8241,Singapura Village,985.0,2,1,45.0,2
8242,Singapura Village,970.0,2,0,45.0,2
8243,Singasandra,1010.0,2,1,29.5,2
8244,Singasandra,1440.0,2,3,65.0,3
8245,Singasandra,1030.0,2,2,55.0,2
8246,Singasandra,3850.0,6,3,195.0,4
8247,Singasandra,600.0,2,1,36.5,2
8248,Singasandra,1100.0,2,1,52.0,2
8251,Singasandra,1300.0,2,2,65.0,2
8254,Singasandra,1010.0,2,1,40.0,2
8255,Singasandra,1375.0,2,3,58.0,2
8256,Singasandra,1120.0,2,1,60.0,2
8257,Singasandra,1099.0,2,1,37.5,2
8258,Singasandra,600.0,1,0,45.0,1
8259,Singasandra,600.0,1,0,45.0,1
8260,Singasandra,1510.0,3,2,75.0,3
8261,Singasandra,1179.0,2,2,56.0,2
8262,Singasandra,1416.0,2,2,67.0,2
8263,Singasandra,1476.0,2,1,73.0,3
8264,Singasandra,1139.7,2,1,45.0,2
8265,Singasandra,1465.0,2,3,60.0,2
8267,Singasandra,1653.0,3,2,85.0,3
8268,Singena Agrahara,1500.0,3,2,115.0,3
8269,Sneha Colony,1050.0,2,1,110.0,2
8270,Somasundara Palya,1255.0,2,2,67.0,2
